listing_id,type,sub_type,start_date,end_date,listing_type,building_age,total_floor_count,floor_no,room_count,size,student_avaliable,mortgage_avaliable,address,furnished,heating_type,price,currency
1,Konut,Daire,1/3/19,1/3/19,satılık,3,4,0,3+1,130.0,0.0,0.0,Kocaeli/Körfez/Fatih,Eşyasız,Kalorifer (Doğalgaz),310473.19,TRY
2,Konut,Daire,1/2/19,1/2/19,satılık,0,5,1,4+1,175.0,0.0,0.0,Ankara/Yenimahalle/Burç,Eşyasız,Kombi (Doğalgaz),209500.0,TRY
3,Konut,Daire,1/2/19,1/2/19,satılık,0,3,1,3+1,125.0,0.0,0.0,Antalya/Kepez/Kütükçü,Eşyasız,Klima,210000.0,TRY
4,Konut,Daire,1/2/19,1/2/19,satılık,0,10,7,2+1,72.0,0.0,0.0,İstanbul/Esenler/Kazım Karabekir,Eşyasız,Klima,285000.0,TRY
5,Konut,Daire,1/2/19,1/2/19,satılık,0,4,3,1+1,75.0,0.0,0.0,İstanbul/Beylikdüzü/Yakuplu,Eşyasız,Kombi (Doğalgaz),139000.0,TRY
6,Konut,Daire,1/2/19,1/2/19,satılık,0,3,2,2+1,98.0,0.0,0.0,Eskişehir/Odunpazarı/Orhangazi,Eşyalı (Mobilyalı),Kombi (Doğalgaz),165000.0,TRY
7,Konut,Daire,1/2/19,1/2/19,satılık,0,4,0,2+1,95.0,0.0,0.0,İstanbul/Beylikdüzü/Cumhuriyet,Eşyasız,Kombi (Doğalgaz),134900.0,TRY
8,Konut,Daire,1/2/19,1/2/19,satılık,0,3,0,5+1,325.0,0.0,0.0,Eskişehir/Tepebaşı/Sazova,Eşyalı (Mobilyalı),Kombi (Doğalgaz),750000.0,TRY
9,Konut,Daire,1/2/19,1/2/19,satılık,0,4,3,3+1,120.0,0.0,0.0,İstanbul/Esenler/Davutpaşa,Eşyasız,Kombi (Doğalgaz),485000.0,TRY
10,Konut,Daire,1/2/19,1/2/19,satılık,0,4,0,2+1,85.0,0.0,0.0,İstanbul/Esenler/Fevzi Çakmak,Eşyasız,Kombi (Doğalgaz),170000.0,TRY
11,Konut,Daire,1/2/19,1/2/19,satılık,0,4,4,4+1,177.0,0.0,0.0,Eskişehir/Odunpazarı/Kırmızıtoprak,Eşyasız,Kombi (Doğalgaz),495000.0,TRY
12,Konut,Daire,1/2/19,1/2/19,satılık,0,0,4,3+1,122.0,0.0,0.0,İstanbul/Esenler/Birlik,Eşyasız,Kombi (Doğalgaz),585000.0,TRY
13,Konut,Daire,1/2/19,1/2/19,satılık,0,4,0,3+1,105.0,0.0,0.0,İstanbul/Esenler/Mimar Sinan,Eşyasız,Kombi (Doğalgaz),245000.0,TRY
14,Konut,Daire,1/2/19,1/2/19,satılık,0,3,1,2+1,97.0,0.0,0.0,İstanbul/Esenler/Davutpaşa,Eşyasız,Kombi (Doğalgaz),328000.0,TRY
15,Konut,Daire,1/2/19,1/2/19,satılık,2,3,3,3+1,135.0,0.0,0.0,Eskişehir/Tepebaşı/Ertuğrulgazi,Eşyasız,Kombi (Doğalgaz),220000.0,TRY
16,Konut,Daire,1/2/19,1/2/19,satılık,0,3,2,2+1,98.0,0.0,0.0,Eskişehir/Odunpazarı/Orhangazi,Eşyalı (Mobilyalı),Kombi (Doğalgaz),165000.0,TRY
17,Konut,Daire,1/2/19,1/2/19,satılık,1,2,0,2+1,85.0,0.0,0.0,Balıkesir/Edremit/Güre,Sadece Beyaz Eşya,Jeotermal,310000.0,TRY
18,Konut,Daire,1/2/19,1/3/19,satılık,0,8,4,4+1,150.0,0.0,0.0,Ankara/Etimesgut/Bağlıca,Eşyasız,Kombi (Doğalgaz),599000.0,TRY
19,Konut,Daire,1/2/19,1/2/19,satılık,1,3,3,3+1,210.0,0.0,0.0,Eskişehir/Odunpazarı/Orhangazi,Eşyalı (Mobilyalı),Kombi (Doğalgaz),390000.0,TRY
20,Konut,Daire,1/2/19,1/2/19,satılık,0,4,2,3+1,145.0,0.0,0.0,İstanbul/Beylikdüzü/Cumhuriyet,Eşyasız,Kombi (Doğalgaz),249000.0,TRY
21,Konut,Daire,1/2/19,1/2/19,satılık,0,4,0,3+1,105.0,0.0,0.0,İstanbul/Esenler/Mimar Sinan,Eşyasız,Kombi (Doğalgaz),245000.0,TRY
22,Konut,Daire,1/2/19,1/2/19,satılık,0,5,0,3+1,105.0,0.0,0.0,İstanbul/Esenler/Mimar Sinan,Eşyasız,Kombi (Doğalgaz),155000.0,TRY
23,Konut,Daire,1/2/19,1/2/19,satılık,0,4,4,4+1,177.0,0.0,0.0,Eskişehir/Odunpazarı/Kırmızıtoprak,Eşyasız,Kombi (Doğalgaz),495000.0,TRY
24,Konut,Daire,1/2/19,1/2/19,satılık,0,3,2,2+1,98.0,0.0,0.0,Eskişehir/Odunpazarı/Orhangazi,Eşyalı (Mobilyalı),Kombi (Doğalgaz),165000.0,TRY
25,Konut,Daire,1/2/19,1/2/19,satılık,0,4,2,2+1,105.0,0.0,0.0,İstanbul/Esenler/Fevzi Çakmak,Eşyasız,Kombi (Doğalgaz),235000.0,TRY
26,Konut,Daire,1/2/19,1/2/19,satılık,0,3,3,3+1,159.0,0.0,0.0,Eskişehir/Odunpazarı/Gültepe,Eşyasız,Kombi (Doğalgaz),255000.0,TRY
27,Konut,Daire,1/2/19,1/2/19,satılık,0,6,3,3+1,110.0,0.0,0.0,İstanbul/Esenler/Mimar Sinan,Eşyasız,Kombi (Doğalgaz),450000.0,TRY
28,Konut,Daire,1/2/19,1/2/19,satılık,0,3,1,3+1,125.0,0.0,0.0,Antalya/Kepez/Kütükçü,Eşyasız,Klima,210000.0,TRY
29,Konut,Daire,1/2/19,1/2/19,satılık,0,5,1,4+1,175.0,0.0,0.0,Ankara/Yenimahalle/Burç,Eşyasız,Kombi (Doğalgaz),209500.0,TRY
30,Konut,Daire,1/2/19,1/2/19,satılık,0,10,7,2+1,72.0,0.0,0.0,İstanbul/Esenler/Kazım Karabekir,Eşyasız,Klima,285000.0,TRY
31,Konut,Daire,1/2/19,1/2/19,satılık,2,4,0,2+1,95.0,0.0,0.0,İstanbul/Esenler/Mimar Sinan,Eşyasız,Kombi (Doğalgaz),225000.0,TRY
32,Konut,Daire,1/2/19,1/2/19,satılık,0,3,3,2+1,140.0,0.0,0.0,Eskişehir/Tepebaşı/Ertuğrulgazi,Eşyasız,Yerden Isıtma,365000.0,TRY
33,Konut,Daire,1/2/19,1/2/19,satılık,2,3,3,3+1,135.0,0.0,0.0,Eskişehir/Tepebaşı/Ertuğrulgazi,Eşyasız,Kombi (Doğalgaz),220000.0,TRY
34,Konut,Daire,1/2/19,1/2/19,satılık,4,4,0,2+1,80.0,0.0,0.0,Afyonkarahisar/Merkez/Nazmi Saatçi,Eşyasız,Kombi (Doğalgaz),78000.0,TRY
35,Konut,Daire,1/2/19,1/2/19,satılık,2,3,3,3+1,135.0,0.0,0.0,Eskişehir/Tepebaşı/Ertuğrulgazi,Eşyasız,Kombi (Doğalgaz),220000.0,TRY
36,Konut,Daire,1/2/19,1/2/19,satılık,0,4,1,2+1,11.0,0.0,0.0,Eskişehir/Odunpazarı/Gökmeydan,Eşyasız,Kombi (Doğalgaz),168000.0,TRY
37,Konut,Daire,1/2/19,1/2/19,satılık,0,1,5,3+1,112.0,0.0,0.0,İstanbul/Esenler/Birlik,Eşyasız,Merkezi Sistem,560000.0,TRY
38,Konut,Daire,1/2/19,1/2/19,satılık,0,8,2,2+1,98.0,0.0,0.0,Eskişehir/Odunpazarı/Orhangazi,Eşyasız,Merkezi Sistem (Isı Payı Ölçer),285000.0,TRY
39,Konut,Daire,1/2/19,1/2/19,satılık,0,4,2,2+1,95.0,0.0,0.0,İstanbul/Beylikdüzü/Cumhuriyet,Eşyasız,Kombi (Doğalgaz),172000.0,TRY
40,Konut,Daire,1/2/19,1/2/19,satılık,0,5,0,2+1,200.0,0.0,0.0,Samsun/İlkadım/Adalet,Eşyasız,Kombi (Doğalgaz),310473.19,TRY
41,Konut,Daire,1/2/19,1/2/19,satılık,0,4,2,2+1,85.0,0.0,0.0,İzmir/Karabağlar/Sevgi,Eşyasız,Kombi (Doğalgaz),173000.0,TRY
42,Konut,Daire,1/2/19,1/2/19,satılık,0,4,4,4+1,177.0,0.0,0.0,Eskişehir/Odunpazarı/Kırmızıtoprak,Eşyasız,Kombi (Doğalgaz),495000.0,TRY
43,Konut,Daire,1/2/19,1/2/19,satılık,0,0,13,2+1,90.0,0.0,0.0,İstanbul/Esenler/Nine Hatun,Eşyasız,Klima,475000.0,TRY
44,Konut,Daire,1/2/19,1/2/19,satılık,0,3,2,2+1,90.0,0.0,0.0,Eskişehir/Odunpazarı/Emek,Eşyasız,Kombi (Doğalgaz),167000.0,TRY
45,Konut,Daire,1/2/19,1/2/19,satılık,0,3,0,5+1,325.0,0.0,0.0,Eskişehir/Tepebaşı/Sazova,Eşyalı (Mobilyalı),Kombi (Doğalgaz),750000.0,TRY
46,Konut,Daire,1/2/19,1/2/19,satılık,0,3,2,2+1,90.0,0.0,0.0,Eskişehir/Odunpazarı/Emek,Eşyasız,Kombi (Doğalgaz),167000.0,TRY
47,Konut,Daire,1/2/19,1/2/19,satılık,0,9,1,3+1,145.0,0.0,0.0,Ankara/Yenimahalle/Turgut Özal,Sadece Mutfak,Kombi (Doğalgaz),320000.0,TRY
48,Konut,Daire,1/2/19,1/2/19,satılık,0,3,3,3+1,159.0,0.0,0.0,Eskişehir/Odunpazarı/Gültepe,Eşyasız,Kombi (Doğalgaz),255000.0,TRY
49,Konut,Daire,1/2/19,1/2/19,satılık,0,3,2,2+1,90.0,0.0,0.0,Eskişehir/Odunpazarı/Emek,Eşyasız,Kombi (Doğalgaz),167000.0,TRY
50,Konut,Daire,1/1/19,1/2/19,satılık,1,0,8,3+1,165.0,0.0,0.0,Ankara/Altındağ/Yıldıztepe,Eşyasız,Merkezi Sistem (Isı Payı Ölçer),385000.0,TRY
51,Konut,Daire,1/1/19,1/1/19,satılık,1,6,0,2+1,70.0,0.0,0.0,İstanbul/Beylikdüzü/Cumhuriyet,Sadece Beyaz Eşya,Kombi (Doğalgaz),169000.0,TRY
52,Konut,Daire,1/1/19,1/2/19,satılık,0,4,2,3+1,150.0,0.0,0.0,Nevşehir/Merkez/2000 Evler,Eşyasız,Kombi (Doğalgaz),148000.0,TRY
53,Konut,Daire,1/1/19,1/1/19,satılık,0,0,3,3+1,165.0,0.0,0.0,Kayseri/Melikgazi/Cumhuriyet,Eşyasız,Merkezi Sistem (Isı Payı Ölçer),145000.0,TRY
54,Konut,Daire,1/1/19,1/1/19,satılık,0,4,0,3+1,130.0,0.0,0.0,Ankara/Mamak/Ekin,Eşyasız,Kombi (Doğalgaz),112000.0,TRY
55,Konut,Daire,1/1/19,1/1/19,satılık,0,9,8,3+1,150.0,0.0,0.0,Samsun/Atakum/Yenimahalle,Eşyasız,Kombi (Doğalgaz),265000.0,TRY
56,Konut,Daire,1/1/19,1/1/19,satılık,0,5,3,2+1,115.0,0.0,0.0,İstanbul/Ümraniye/Atatürk,Eşyasız,Kombi (Doğalgaz),420000.0,TRY
57,Konut,Daire,1/1/19,1/2/19,satılık,0,5,3,3+1,132.0,0.0,0.0,Ankara/Gölbaşı/Eymir,Eşyasız,Merkezi Sistem (Isı Payı Ölçer),275000.0,TRY
58,Konut,Daire,1/1/19,1/1/19,satılık,0,0,0,2+1,90.0,0.0,0.0,İstanbul/Kartal/Yunus,Eşyasız,Klima,465000.0,TRY
59,Konut,Daire,1/1/19,1/2/19,satılık,0,0,14,4+1,175.0,0.0,0.0,Ankara/Altındağ/Yıldıztepe,Eşyalı (Mobilyalı),Merkezi Sistem (Isı Payı Ölçer),500000.0,TRY
60,Konut,Daire,1/1/19,1/2/19,satılık,2,3,3,3+1,160.0,0.0,0.0,Aksaray/Merkez/Şeyh Hamit,Eşyasız,Kombi (Doğalgaz),225000.0,TRY
61,Konut,Daire,1/1/19,1/1/19,satılık,0,4,4,3+1,150.0,0.0,0.0,Nevşehir/Merkez/Ragıp Üner,Eşyasız,Yerden Isıtma,175000.0,TRY
62,Konut,Daire,1/1/19,1/2/19,satılık,0,4,3,3+1,140.0,0.0,0.0,Ankara/Altındağ/Gülpınar,Eşyasız,Kombi (Doğalgaz),245000.0,TRY
63,Konut,Daire,12/31/18,12/31/18,satılık,0,0,11,4+1,210.0,0.0,0.0,Ankara/Altındağ/Yıldıztepe,Eşyasız,Yerden Isıtma,540000.0,TRY
64,Konut,Daire,12/31/18,1/2/19,satılık,4,10,9,3+1,140.0,0.0,0.0,Nevşehir/Merkez/Mehmet Akif Ersoy,Eşyasız,Merkezi Sistem (Isı Payı Ölçer),120000.0,TRY
65,Konut,Daire,12/31/18,12/31/18,satılık,0,9,4,3+1,123.0,0.0,0.0,İstanbul/Başakşehir/Başakşehir,Eşyasız,Kombi (Doğalgaz),457000.0,TRY
66,Konut,Daire,12/31/18,12/31/18,satılık,0,6,0,3+1,170.0,0.0,0.0,Aksaray/Merkez/Hasas,Eşyasız,Kombi (Doğalgaz),325000.0,TRY
67,Konut,Daire,12/30/18,12/31/18,satılık,0,3,1,3+1,120.0,0.0,0.0,İstanbul/Ataşehir/Kayışdağı,Eşyasız,Kombi (Doğalgaz),445000.0,TRY
68,Konut,Daire,12/30/18,12/30/18,satılık,0,3,2,3+1,135.0,0.0,0.0,Ankara/Altındağ/Yıldıztepe,Eşyasız,Kombi (Doğalgaz),215000.0,TRY
69,Konut,Daire,12/30/18,12/31/18,satılık,4,4,2,3+1,140.0,0.0,0.0,Tekirdağ/Malkara/Cami Atik,Eşyalı (Mobilyalı),Merkezi Sistem,220000.0,TRY
70,Konut,Daire,12/30/18,12/30/18,satılık,0,6,1,2+1,100.0,0.0,0.0,İstanbul/Esenyurt/Yenikent,Eşyasız,Kombi (Doğalgaz),99900.0,TRY
71,Konut,Daire,12/30/18,12/30/18,satılık,5,5,4,1+0 (Stüdyo),40.0,0.0,0.0,İstanbul/Büyükçekmece/Pınartepe,Eşyasız,Merkezi Sistem,168000.0,TRY
72,Konut,Daire,12/30/18,12/30/18,satılık,0,4,4,3+2,256.0,0.0,0.0,İstanbul/Bakırköy/Kartaltepe,Sadece Beyaz Eşya,Klima,1900000.0,TRY
73,Konut,Daire,12/29/18,12/29/18,satılık,0,4,2,3+1,140.0,0.0,0.0,İstanbul/Avcılar/Mustafa Kemal Paşa,Eşyasız,Kombi (Doğalgaz),195000.0,TRY
74,Konut,Daire,12/29/18,12/29/18,satılık,0,5,2,2+1,85.0,0.0,0.0,Aydın/Kuşadası/Türkmen,Eşyasız,Klima,649999.0,TRY
75,Konut,Daire,12/29/18,12/29/18,satılık,3,5,3,2+1,70.0,0.0,0.0,Aydın/Kuşadası/İkiçeşmelik,Eşyasız,Klima,194999.0,TRY
76,Konut,Daire,12/29/18,12/29/18,satılık,1,4,0,1+1,55.0,0.0,0.0,Aydın/Kuşadası/Davutlar,Eşyasız,Klima,109000.0,TRY
77,Konut,Daire,12/29/18,12/29/18,satılık,0,4,0,2+1,95.0,0.0,0.0,İstanbul/Esenyurt/Saadetdere,Eşyasız,Kombi (Doğalgaz),185000.0,TRY
78,Konut,Daire,12/29/18,12/29/18,satılık,2,5,1,2+1,80.0,0.0,0.0,İstanbul/Esenler/Davutpaşa,Eşyasız,Kombi (Doğalgaz),345000.0,TRY
79,Konut,Daire,12/29/18,12/29/18,satılık,0,9,0,3+1,185.0,0.0,0.0,Adana/Çukurova/Toros,Sadece Beyaz Eşya,Klima,239000.0,TRY
80,Konut,Daire,12/29/18,1/1/19,satılık,0,0,4,3+1,130.0,0.0,0.0,İstanbul/Sultangazi/Yunus Emre,Eşyasız,Kombi (Doğalgaz),205000.0,TRY
81,Konut,Daire,12/29/18,12/29/18,satılık,1,4,0,1+1,55.0,0.0,0.0,Aydın/Kuşadası/Davutlar,Eşyasız,Klima,109000.0,TRY
82,Konut,Daire,12/29/18,12/30/18,satılık,0,5,1,3+1,125.0,0.0,0.0,Ankara/Etimesgut/Süvari,Eşyasız,Kombi (Doğalgaz),189000.0,TRY
83,Konut,Daire,12/29/18,12/29/18,satılık,0,9,0,3+1,185.0,0.0,0.0,Adana/Çukurova/Toros,Sadece Beyaz Eşya,Klima,239000.0,TRY
84,Konut,Daire,12/29/18,12/29/18,satılık,0,4,2,3+1,130.0,0.0,0.0,İstanbul/Esenyurt/Turgut Özal,Eşyasız,Kombi (Doğalgaz),299900.0,TRY
85,Konut,Daire,12/29/18,12/29/18,satılık,1,4,0,1+1,55.0,0.0,0.0,Aydın/Kuşadası/Davutlar,Eşyasız,Klima,109000.0,TRY
86,Konut,Daire,12/29/18,12/30/18,satılık,0,3,0,3+1,110.0,0.0,0.0,Ankara/Altındağ/Karapürçek,Eşyasız,Kombi (Doğalgaz),115000.0,TRY
87,Konut,Daire,12/29/18,12/31/18,satılık,1,6,0,3+1,150.0,0.0,0.0,Bursa/Mudanya/Güzelyalı Eğitim,Eşyasız,Kombi (Doğalgaz),249000.0,TRY
88,Konut,Daire,12/29/18,12/29/18,satılık,1,4,0,1+1,55.0,0.0,0.0,Aydın/Kuşadası/Davutlar,Eşyasız,Klima,109000.0,TRY
89,Konut,Daire,12/29/18,12/29/18,satılık,0,3,1,3+1,140.0,0.0,0.0,Kocaeli/Derince/Fatih Sultan,Eşyasız,Kombi (Doğalgaz),289000.0,TRY
90,Konut,Daire,12/29/18,12/29/18,satılık,4,5,2,2+1,100.0,0.0,0.0,Bursa/Yıldırım/Yıldırım,Eşyasız,Kombi (Doğalgaz),305000.0,TRY
91,Konut,Daire,12/29/18,12/29/18,satılık,1,4,0,1+1,55.0,0.0,0.0,Aydın/Kuşadası/Davutlar,Eşyasız,Klima,109000.0,TRY
92,Konut,Daire,12/29/18,12/29/18,satılık,0,0,0,3+1,120.0,0.0,0.0,Antalya/Manavgat/Salkım Evler,Eşyasız,Klima,115000.0,TRY
93,Konut,Daire,12/29/18,12/29/18,satılık,3,5,5,4+3,210.0,0.0,0.0,İstanbul/Tuzla/Evliya Çelebi,Eşyasız,Kombi (Doğalgaz),362000.0,TRY
94,Konut,Daire,12/28/18,12/28/18,satılık,1,5,1,4+1,180.0,0.0,0.0,İstanbul/Tuzla/Aydınlı,Eşyasız,Merkezi Sistem (Isı Payı Ölçer),465000.0,TRY
95,Konut,Daire,12/28/18,12/28/18,satılık,0,5,1,2+1,100.0,0.0,0.0,Tekirdağ/Çorlu/Kemalettin,Eşyasız,Kombi (Doğalgaz),138000.0,TRY
96,Konut,Daire,12/28/18,12/29/18,satılık,2,5,1,2+1,80.0,0.0,0.0,İstanbul/Esenler/Davutpaşa,Eşyasız,Kombi (Doğalgaz),345000.0,TRY
97,Konut,Daire,12/28/18,12/28/18,satılık,0,4,4,3+1,175.0,0.0,0.0,Antalya/Muratpaşa/Çağlayan,Eşyalı (Mobilyalı),Kombi (Doğalgaz),310473.19,TRY
98,Konut,Daire,12/28/18,12/28/18,satılık,0,4,2,3+1,155.0,0.0,0.0,Ankara/Altındağ/Yıldıztepe,Eşyasız,Kombi (Doğalgaz),293000.0,TRY
99,Konut,Daire,12/28/18,12/28/18,satılık,0,5,1,3+1,145.0,0.0,0.0,İstanbul/Şile/Karacaköy,Eşyasız,Kombi (Doğalgaz),800000.0,TRY
100,Konut,Daire,12/28/18,12/28/18,satılık,0,5,1,2+1,100.0,0.0,0.0,Tekirdağ/Çorlu/Kemalettin,Eşyasız,Kombi (Doğalgaz),138000.0,TRY
101,Konut,Daire,12/28/18,12/28/18,satılık,0,7,7,3+1,165.0,0.0,0.0,İzmir/Narlıdere/Atatürk,Eşyasız,Kalorifer (Doğalgaz),965000.0,TRY
102,Konut,Daire,12/28/18,12/30/18,satılık,0,8,2,1+1,65.0,0.0,0.0,Mersin/Erdemli/Merkez,Sadece Mutfak,Klima,65000.0,TRY
103,Konut,Daire,12/28/18,12/28/18,satılık,0,3,2,2+1,90.0,0.0,0.0,Aydın/Didim/Cumhuriyet,Eşyasız,Klima,210000.0,TRY
104,Konut,Daire,12/28/18,12/30/18,satılık,5,8,4,3+1,160.0,0.0,0.0,İzmir/Torbalı/Torbalı,Eşyasız,Kombi (Doğalgaz),991000.0,TRY
105,Konut,Daire,12/28/18,12/28/18,satılık,0,0,4,2+1,125.0,0.0,0.0,İstanbul/Avcılar/Merkez,Eşyasız,Kombi (Doğalgaz),650000.0,TRY
106,Konut,Daire,12/28/18,1/2/19,satılık,3,0,9,4+1,200.0,0.0,0.0,Kahramanmaraş/Onikişubat/Tekerek,Eşyasız,Merkezi Sistem (Isı Payı Ölçer),255000.0,TRY
107,Konut,Daire,12/28/18,12/31/18,satılık,0,4,1,3+1,165.0,0.0,0.0,Çanakkale/Merkez/Barbaros,Eşyasız,Kombi (Doğalgaz),390000.0,TRY
108,Konut,Daire,12/28/18,12/29/18,satılık,0,5,0,2+1,95.0,0.0,0.0,Trabzon/Ortahisar/Fatih,Eşyasız,Soba (Kömür),108000.0,TRY
109,Konut,Daire,12/28/18,1/2/19,satılık,2,5,1,2+1,80.0,0.0,0.0,İstanbul/Esenler/Davutpaşa,Eşyasız,Kombi (Doğalgaz),345000.0,TRY
110,Konut,Daire,12/27/18,12/27/18,satılık,2,9,5,2+1,74.0,0.0,0.0,Şanlıurfa/Karaköprü/Mehmetçik,Eşyasız,Kombi (Doğalgaz),50000.0,TRY
111,Konut,Daire,12/27/18,12/28/18,satılık,2,4,0,2+1,95.0,0.0,0.0,İstanbul/Esenler/Kazım Karabekir,Eşyasız,Kombi (Doğalgaz),249000.0,TRY
112,Konut,Daire,12/27/18,12/28/18,satılık,2,5,1,3+1,160.0,0.0,0.0,Manisa/Şehzadeler/Adakale,Eşyasız,Kombi (Doğalgaz),550000.0,TRY
113,Konut,Daire,12/27/18,12/27/18,satılık,0,7,4,3+1,165.0,0.0,0.0,Bursa/Nilüfer/Yüzüncüyıl,Eşyasız,Kombi (Doğalgaz),429000.0,TRY
114,Konut,Daire,12/27/18,12/28/18,satılık,0,4,2,1+1,42.0,0.0,0.0,Eskişehir/Tepebaşı/Uludere,Eşyasız,Kombi (Doğalgaz),57000.0,TRY
115,Konut,Daire,12/27/18,12/27/18,satılık,0,4,0,2+1,125.0,0.0,0.0,Çanakkale/Biga/Şirintepe,Eşyasız,Kombi (Doğalgaz),210000.0,TRY
116,Konut,Daire,12/27/18,12/27/18,satılık,0,7,7,3+1,140.0,0.0,0.0,Samsun/Atakum/Yenimahalle,Eşyasız,Kombi (Doğalgaz),270000.0,TRY
117,Konut,Daire,12/27/18,12/27/18,satılık,0,4,0,1+1,62.0,0.0,0.0,İzmir/Buca/Kozağaç,Sadece Beyaz Eşya,Klima,110000.0,TRY
118,Konut,Daire,12/27/18,12/27/18,satılık,0,3,0,3+1,120.0,0.0,0.0,İzmir/Torbalı/Atatürk,Eşyasız,Yok,205000.0,TRY
119,Konut,Daire,12/27/18,1/2/19,satılık,0,5,5,3+1,120.0,0.0,0.0,İstanbul/Başakşehir/Başakşehir,Eşyasız,Merkezi Sistem (Isı Payı Ölçer),300000.0,TRY
120,Konut,Daire,12/27/18,12/28/18,satılık,0,5,0,4+1,135.0,0.0,0.0,Manisa/Şehzadeler/Çarşı,Eşyasız,Kombi (Doğalgaz),350000.0,TRY
121,Konut,Daire,12/27/18,12/27/18,satılık,0,3,0,8+2,100.0,0.0,0.0,Aydın/Kuşadası/Camiatik,Eşyasız,Klima,550000.0,TRY
122,Konut,Daire,12/27/18,12/27/18,satılık,0,7,7,3+1,140.0,0.0,0.0,Samsun/Atakum/Yenimahalle,Eşyasız,Kombi (Doğalgaz),270000.0,TRY
123,Konut,Daire,12/27/18,12/28/18,satılık,0,4,3,2+1,90.0,0.0,0.0,İstanbul/Sancaktepe/Mevlana,Eşyasız,Kombi (Doğalgaz),170000.0,TRY
124,Konut,Daire,12/27/18,12/29/18,satılık,3,0,3,3+1,175.0,0.0,0.0,Adana/Seyhan/Yeşiloba,Eşyasız,Kombi (Doğalgaz),210000.0,TRY
125,Konut,Daire,12/27/18,12/27/18,satılık,0,1,18,2+1,124648.0,0.0,0.0,Elazığ/Merkez/Değirmenönü Köyü (Mastar),Sadece Mutfak,Yok,100222.0,EUR
126,Konut,Daire,12/27/18,12/27/18,satılık,2,4,0,3+1,135.0,0.0,0.0,Ankara/Altındağ/Yıldıztepe,Eşyasız,Kombi (Doğalgaz),152000.0,TRY
127,Konut,Daire,12/27/18,12/27/18,satılık,0,3,0,3+1,120.0,0.0,0.0,Aydın/Kuşadası/İkiçeşmelik,Eşyasız,Klima,300000.0,TRY
128,Konut,Daire,12/27/18,12/27/18,satılık,0,3,0,3+1,120.0,0.0,0.0,İzmir/Torbalı/Atatürk,Eşyasız,Yok,205000.0,TRY
129,Konut,Daire,12/27/18,12/27/18,satılık,0,3,0,3+1,120.0,0.0,0.0,İzmir/Torbalı/Atatürk,Eşyasız,Yok,205000.0,TRY
130,Konut,Daire,12/27/18,12/30/18,satılık,0,3,3,2+1,135.0,0.0,0.0,Kocaeli/İzmit/Alikahya Atatürk,Eşyasız,Kombi (Doğalgaz),135000.0,TRY
131,Konut,Daire,12/27/18,12/27/18,satılık,0,0,1,2+1,90.0,0.0,0.0,İstanbul/Ataşehir/Yenişehir,Eşyasız,Merkezi Sistem (Isı Payı Ölçer),525000.0,TRY
132,Konut,Daire,12/27/18,12/27/18,satılık,0,7,7,3+1,140.0,0.0,0.0,Samsun/Atakum/Yenimahalle,Eşyasız,Kombi (Doğalgaz),270000.0,TRY
133,Konut,Daire,12/27/18,12/27/18,satılık,0,3,0,3+1,120.0,0.0,0.0,İzmir/Torbalı/Atatürk,Eşyasız,Yok,205000.0,TRY
134,Konut,Daire,12/27/18,12/27/18,satılık,0,7,2,6+1,656661.0,0.0,0.0,Ankara/Elmadağ/Hasanoğlan Havuzbaşı,Eşyalı (Mobilyalı),Kat Kaloriferi,904333.0,EUR
135,Konut,Daire,12/27/18,12/27/18,satılık,0,4,0,2+1,68.0,0.0,0.0,İstanbul/Küçükçekmece/Atakent,Eşyasız,Merkezi Sistem (Isı Payı Ölçer),290000.0,TRY
136,Konut,Daire,12/27/18,12/27/18,satılık,0,5,1,3+1,120.0,0.0,0.0,Isparta/Merkez/Ayazmana,Eşyasız,Kombi (Doğalgaz),230000.0,TRY
137,Konut,Daire,12/27/18,12/27/18,satılık,0,4,0,3+2,500.0,0.0,0.0,Ankara/Elmadağ/Hasanoğlan Havuzbaşı,Sadece Mutfak,Kombi (Elektrikli),3434577.0,EUR
138,Konut,Daire,12/27/18,12/27/18,satılık,0,7,0,2+1,110.0,0.0,0.0,İstanbul/Çekmeköy/Mimar Sinan,Eşyasız,Kombi (Doğalgaz),500000.0,TRY
139,Konut,Daire,12/27/18,12/27/18,satılık,0,7,7,3+1,140.0,0.0,0.0,Samsun/Atakum/Yenimahalle,Eşyasız,Kombi (Doğalgaz),270000.0,TRY
140,Konut,Daire,12/27/18,12/27/18,satılık,0,3,0,3+1,120.0,0.0,0.0,Aydın/Kuşadası/İkiçeşmelik,Eşyasız,Klima,300000.0,TRY
141,Konut,Daire,12/27/18,12/27/18,satılık,0,5,4,3+1,170.0,0.0,0.0,Aydın/Nazilli/Yeşil,Eşyasız,Kombi (Doğalgaz),300000.0,TRY
142,Konut,Daire,12/27/18,12/27/18,satılık,0,5,2,2+1,95.0,0.0,0.0,İstanbul/Pendik/Kurtköy,Eşyasız,Kombi (Doğalgaz),280000.0,TRY
143,Konut,Daire,12/27/18,12/29/18,satılık,0,3,1,2+1,95.0,0.0,0.0,Antalya/Kepez/Güneş,Eşyasız,Klima,145000.0,TRY
